12:09:51.330273 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [34.150792ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.353766 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [23.034084ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.410823 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [56.608958ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.440836 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [29.605042ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.476990 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [35.658125ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.528339 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [51.000084ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.547203 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.569334ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.569663 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [22.189041ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.588214 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.277708ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.610254 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [21.776291ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
